Name,Latitude,Longitude,Elevation [Feet],Turnpoint,ID[6],Comments,ICAO Identifier
Rivar Hill North,51.3638667,-1.5509333,453,T junction,RvrHll,"S side of Shalbourne village 1NMl N of Rivar Hill gliding site, avoid winch cables when active. Local knowledge required.",
Richmond,54.40395,-1.7308,130,A6136 Bridge,Rchmnd,Over R Swale SE side of town. Easy to find and on chart.,
Ridgewell Church,52.03885,0.53535,273,Church,Rdgwll,"SE side of village, W of grass airfield. 17 NE Stansted.  A site of the Essex GC. Difficult to find.",
Ringmer,50.9095833,0.1071667,72,Gliding Site Hangar,Ringmr,NW side of field by B2192. E Sussex GC site. LTMA 3500ft 1NMl to NW. Difficult to find.,
Ripon,54.1350833,-1.5206167,102,Cathedral Tower,Ripon,Near town centre. Easy to find but not on chart.,
Rivar Hill,51.3480833,-1.54105,730,Clubhouse,RivarH,"N side of Shalbourne Soaring Society site, 4 NMl S of Hungerford. Alternative point RI2 clear of circuit. Local knowledge required.",
Ridgewell Field,52.0474333,0.5588833,273,NE end of grass airstrip,Ridgew,"Site of Essex GC, 1.5 NMl NE of Ridgewell village. Local knowledge required.",
Rugby Northeast,52.4037333,-1.1765333,279,M1 J19/M6,RgbNrt,Bridge over M1 where southbound lane of M6 crosses. Easy to find and on chart.,
Rhynie,57.33205,-2.8337833,492,A97/A941,Rhynie,T junction S side of town E of church spire. 7 NMl S of Huntly. Difficult to find.,
Roadford,50.6890833,-4.2356667,463,Reservoir Tower,Rodfrd,"Tower in water, S side of reservoir and N of dam wall. Between Launceston and Okehampton. Difficult to find.",
Rochester,51.3361167,0.5848167,417,M2 J4/ A278,Rchstr,"2 NMl E of town, under TMA base 3500 ft. Easy to find and on chart.",
Rodney's Pillar,52.72275,-3.04515,1198,Tall monument,RdnsPl,"Monument to Admiral Rodney on top of soarable hill, 5 NMl NNE of Welshpool. Local knowledge required.",
Rothes,57.5315,-3.2084167,131,A941/B9015,Rothes,Y junction N side of town. Easy to find but not on chart.,
Ross-on-wye,51.9160833,-2.6009,141,A40/A49/A449,Rossnw,Roundabout 1 NMl W of Town. Easy to find and on chart.,
Rotherham,53.42365,-1.2513167,135,M18 J1/A631,Rthrhm,E edge of town. Avoid CTA base 2000ft 1 NMl E. Easy to find and on chart.,
Rougham Field,52.2485333,0.7666667,184,W end of peritrack S of Highfield Farm,RghmFl,N side of airfield with some light aircraft activity.  1 NMl E of Bury St Edmunds 300m S of rail line. Difficult to find.,
Royston,52.0532,-0.0264333,112,Station Bridge,Roystn,"Road Bridge just E of station, N side of Town. Easy to find but not on chart.",
Redruth SE,50.21535,-5.1768167,180,A393/B3298,RdrthS,"T junction at Comford 2 NMl SE of town and 2 NMl E of tall mast, in centre of Cornish peninsula. Easy to find and on chart.",
Rosneath,56.0056333,-4.7938167,49,Pier Land End,Rosnth,W side of the Gareloch. Local knowledge required.,
Rothesay,55.83755,-5.05425,43,A844/B881,Rothea,T junction in town centre just E of castle. Easy to find and on chart.,
Rosthwaite,54.5258167,-3.1493667,312,Bridge,Rsthwt,"Bridge over Stonethwaite Beck N of village 5 NMl S of Keswick.  Caution, rugged terrain. Easy to find but not on chart.",
Rufforth South,53.9159833,-1.1754,101,Pub,Rffrth,"Buckle Inn N of A64,1.6 NMl S of Rufforth airfield, in line with Runway 36. Local knowledge required.",
Rubha Reidh,57.8587167,-5.8117333,150,Lighthouse,RbhRdh,On headland NW of Loch Ewe. Easy to find and on chart.,
Rufforth,53.9516667,-1.1888667,65,A/F R/Ws 29/35,Ruffor,"York Gliding Centre, also light aircraft traffic. Difficult to find.",EG64
Rugby,52.3335667,-1.29495,262,A426 Br over M45,Rugby,"3 NMl SW of town, NE of Draycote water. Easy to find and on chart.",
Ruthin NE,53.15445,-3.25595,1818,Tower,RuthnN,"Jubilee Tower, top of Moel Famau mountain 3NMl NE of Ruthin on Denbigh ridge.  Caution, rugged terrain. Difficult to find.",
Rushden,52.3243,-0.5984167,226,A6/River Bridge,Rushdn,Over River Nene 2 NMl N of Town. Easy to find and on chart.,
Rutland Water,52.65605,-0.6049833,348,Dam,RtlndW,"S end of dam wall, E side of lake. Easy to find and on chart.",
Ruthin West,53.1108833,-3.3204333,197,A494 Roundabout,RuthnW,West side of town. Easy to find but not on chart.,
Ruthven,57.072,-4.0393333,780,Ruins,Ruthvn,"Ruins of old military barracks 1 NML SE of Kingussie, used as a descent point after high level wave flights with the intention of being clear of high ground. Local knowledge required.",
Rydal Bridge,54.4485,-3.0069,220,Bridge,RdlBrg,"Small bridge over river at W end of Rydal Water and E of Grasmere, 2NMl NW of Ambleside.  Caution, rugged terrain. Difficult to find.",
Ryde,50.7314333,-1.1562333,10,Roundabout,Ryde,A3055 on sea front over railway line. Easy to find but not on chart.,
Rye,50.9553833,0.7387833,33,River/Rail Bridge,Rye,"Rail Br over River Rother, NE side of town. Easy to find but not on chart.",
Sackville,52.26445,-0.4848333,250,Gliding Site,Sckvll,"Sackville GC site, 2 NMl North of Bedford airfield. Local knowledge required.",
Salisbury Cathedral,51.06475,-1.7973167,151,Tall Spire,SlsbrC,"404 ft spire, S of city centre between city and river Avon. Boscombe Down & Old Sarum traffic to the North. Easy to find and on chart.",
Sandhill Farm,51.6039,-1.6765167,350,Gliding Site Hangar,Sndhll,"Vale of White Horse GC site, 0.5 NMl NW of Shrivenham. Local knowledge required.",
Shap,54.5351833,-2.6788333,880,A6/Rail,Shap,"A6 bridge over rail, N of village 8 NMl SSE of Penrith. Easy to find and on chart.",
Sarnesfield,52.1515333,-2.92045,312,A4112/A480,Srnsfl,"E of 2 T juncts on SW side of village, 6 NMl S of Shobdon A/F. Difficult to find.",
Salisbury South,51.0391333,-1.7560667,322,Bridge over River Avon,SlsbrS,"Just E of Longford Castle, 1 NMl WSW of the VRP at Alderbury. Avoids Boscombe & Old Sarum traffic. Difficult to find.",
Sandwich,51.2793833,1.3215,240,A256/A257 R'bout,Sndwch,"WNW edge of town, S of railway. A257 goes to Ash. Easy to find and on chart.",
Saxthorpe,52.8304167,1.1391667,135,B1149/B1354,Sxthrp,Village centre near church tower. Difficult to find.,
Saltby South,52.7902833,-0.74275,330,Coston village crossroads,SaltbS,"On B676, 2.5 NMl SSW of Saltby airfield. Difficult to find.",
Saltby NW,52.8534667,-0.7577167,490,Croxton Kerrial village T junction E,SltbNW,E of two T-junctions in village. Just E of spot height 518 ft. 2.5 Nml NW of Saltby airfield. Easy to find but not on chart.,
Strubby,53.3076167,0.1673833,47,R/Ws 26/32,Strubb,Lincolnshire GC site. Difficult to find.,EGYI
Santon Bridge,54.4019833,-3.3722,85,Bridge,SntnBr,Bridge over river Irt in Santon Bridge village between Wast Water and Ravenglass.  Avoid Seascale restricted area to W. Difficult to find.,
Saltby,52.8286333,-0.7143333,480,R/W Triangle,Saltby,"Centre of 3 runways at Buckminster GC site. Glider aerobatics carried out over airfield 1000 to 4000 feet.  Alternative points SB1, SB2, BVR, GRA. Easy to find and on chart.",
Scarborough,54.2819333,-0.3891833,131,Lighthouse,Scrbrg,S side of promontary E side of town S of castle. Easy to find and on chart.,
Scoulton,52.5714,0.9356833,167,T Junct SE of Lake,Scoltn,"Lake with island, 2 NMl E of Watton disused A/F. Difficult to find.",
Strathcarron,57.42235,-5.4289333,50,Rail br over A890,Strthc,SW side of village. Easy to find and on chart.,
Scourie,58.3514833,-5.1552333,20,A894 T junction,Scouri,"In village centre S of harbour.  Caution, rugged terrain. Easy to find and on chart.",
St Catherine's Point,50.5755,-1.2985,30,Lighthouse,StCthr,Most S point on Isle of Wight. Easy to find and on chart.,
Scunthorpe N,53.6042667,-0.6527667,131,A1077/B1430,Scnthr,Roundabout T junction N side of town.  CTA 3 NMl to W. Easy to find but not on chart.,
St Davids,51.8817,-5.2688833,164,Cathedral Tower,StDvds,"West side of town, 12 NMl WNW of Haverfordwest. Easy to find but not on chart.",
Seighford Hangar,52.8277667,-2.2092167,321,SE side of club hangar,Sghfrd,Staffordshire GC 3 NMl WNW of Stafford. Difficult to find.,
Seaford East,50.77325,0.146,15,A259 river Bridge,Seafrd,Bridge over river Cuckmere 1 Nml E of outskirts of town on W side of flood plain. Easy to find and on chart.,
Sedbergh,54.3246,-2.5677667,39,A684/River,Sdbrgh,Bridge W side of village. Few landable fields. Easy to find but not on chart.,
Selset Reservoir,54.5893667,-2.1274833,1050,Dam wall north end,SlstRs,"At water course to E to next dam, 3 NMl S of Middleton-in-Teesdale. Easy to find and on chart.",
Sennybridge,51.9500333,-3.56195,625,A40/A4067,Snnbrd,Centre of Grass Triangle at Junction on E side of village 6NMl W of Brecon. Difficult landing country. Difficult to find.,
Settle,54.0501333,-2.2860333,75,Rail Br over A65,Settle,1 NMl S of town just E of A65 roundabout. SW of 2200 ft ridge. Easy to find and on chart.,
Severn Bridge N,51.6034,-2.62285,243,East End Tolls,SvrnBr,North of two bridges. Sea air in Westerlies. Easy to find but not on chart.,
Sheffield West,53.3656833,-1.5957167,1076,Dam wall,Shffld,"E end of 3 Redmires dams on high ground W side of Sheffield, 1 NMl N of 1500ft spot height. Easy to find but not on chart.",
Stamford Bridge,53.9912167,-0.91675,62,A166/River Bridge,Stmfrd,Bridge over river Derwent NW side of village. Easy to find and on chart.,
Sleaford,52.9937667,-0.38835,207,Rail/Rail Bridge,Slefrd,"Br where N/S line crosses over E/W line. 1 NMl E of town, N of small lake. Avoid traffic at Cranwell and Barkston A/Fs. Easy to find and on chart.",
Sheffield East,53.3621833,-1.2835,174,M1 J31/A57,Sheffi,"6 NMl E of city, 2 NMl W of Aston village. Avoid CTA base 2000 ft 2 NMl to E. Easy to find and on chart.",
Stratford West,52.1758,-1.7896667,148,Road Bridge over R Avon,Strtfr,"N side of Welford village, 2.5 NMl WSW of Stratford.  Used as a run-in point for Bidford comps. Easy to find and on chart.",
Stelling Windmill,51.1773333,1.0692667,476,Windmill,Stllng,S side of Stelling Minnis village 0.5 NMl E of B2068. Local knowledge required.,
Shobdon NW,52.26135,-2.9255,475,B4362 crossroads,ShbdnN,"Junction of B4362 and road to N to Byton, 2 NMl NW of airfield with ATZ, also site of Herefordshire GC.  This point is for the use of the GC as a remote start/finish point clear of the airfield itself. Local knowledge required.",
Shobdon E,52.2710833,-2.7803667,290,Crossroads,Shobdn,Bicton village. Local knowledge required.,
Shobdon West,52.2408333,-2.9748333,250,Y junction,ShbdnW,"on B4355, 500m north of Titley church. Local knowledge required.",
Shaftesbury,51.002,-2.18465,650,A30/A350 R'bout,Shftsb,SE side of town. Easy to find and on chart.,
Sherborne,50.9404667,-2.5207333,161,Station/A352 Bridge,Shrbrn,"A352 Br over railway 1 km W of station, S side of town. Look for and avoid ILS and other traffic into Yeovil. Easy to find and on chart.",
Stoer Head,58.2400333,-5.4027,92,Lighthouse,StorHd,"7 NMl NW of Lochinver.  Caution, rugged terrain. Easy to find but not on chart.",
Sheffield North,53.4559,-1.4454667,135,M1 J35/A629,Sheffe,"W side of Chapeltown village, 4 NMl N of Sheffield. Easy to find and on chart.",
Shirebrook Station,53.2033,-1.2028333,223,Rail Station,Shrbrk,S side of triple rail junction W side of town 5 NMl N of Mansfield. Easy to find and on chart.,
Salt Hill Mast,50.9734833,-1.0404167,240,Mast near 768ft high point,SltHll,"2 NMl W of 886ft spot height (Butser Hill), 4 NMl SW of Petersfield, near Hang Glider launch site on 1:500,000 map. TP is intended for South Downs ridge running.  Solent CTA 1.5 NMl to the West. Local knowledge required.",
Shepton Mallett,51.1876833,-2.5361,489,A361/A37,ShptnM,E of Town Centre. Difficult to find.,
Shobdon,52.2420667,-2.8744333,328,E end of single R/W,Shobdo,"Airfield with ATZ, with light aircraft and microlights.  Herefordshire GC site. Alternative TPs avoiding ATZ are SH3 and SH4.  Always call before penetrating ATZ. Easy to find and on chart.",EGBS
Shipston-on-stour,52.0971833,-1.6290333,171,A3400/A429,Shpstn,2 NMl N of vill. on Fosse Way NNE of Moreton-in-Marsh. Easy to find and on chart.,
Shrewsbury,52.7104333,-2.7480333,171,River Severn/Rail Br,Shrwsb,"City centre, near station. Easy to find but not on chart.",
Shrivenham N,51.6155667,-1.6365833,335,A420/B4508 R'bt,Shrvnh,N side of village and Royal College of Military Science/Staff College complex. 1.5 NMl ENE of site of White Horse GC at Sandhill Farm. Easy to find but not on chart.,
Shrewsbury NW,52.7164333,-2.7937333,272,Shelton water tower,Shrews,300m N of A458/B4380 junction. Local knowledge required.,
Sidmouth,50.6790833,-3.2342333,30,River Bridge,Sidmth,Bridge for SouthWest Coast Path over river Sid close to beach. Easy to find but not on chart.,
Silverstone,52.0729333,-1.0082667,502,R/W 24 E end /Racetrack,Slvrst,"East side of race track just N of long shed. Avoid helicopter activity, particularly on race days. Not suitable for Landing. Difficult to find.",
Stirling South,56.0775167,-3.9202667,118,M9 J9/A872,Strlng,Mid point of M9 as it passes under 2 bridges at large roundabout at Bannockburn. TMA base 2500 ft. Easy to find and on chart.,
Sittingbourne,51.3295,0.6634,407,M2 J5/ A249,Sttngb,3 NMl WSW of town. Easy to find and on chart.,
Stirling Northwest,56.1345,-3.9712167,105,A84 bridge over M9at Junction 10,Stirli,"Close to river Forth 1 NMl NW of Castle on rock. TMA 1.5 NMl to the S, base 2500 ft. Easy to find and on chart.",
Sixpenny Handley,50.9491,-1.986,390,A354/B3081,SxpnnH,R'bout 1 NMl SE of village. Easy to find and on chart.,
Stickney Bridge,53.0670333,0.0154833,10,Bridge,StcknB,A16 bridge over dyke 1 NMl S of village. Easy to find and on chart.,
Skeffington,52.61925,-0.9222667,384,A47/B6047,Skffng,"E of 2 T junctions 100 m apart, 1 NMl W of Village. Difficult to find.",
Skelling Farm,54.6979333,-2.5833667,597,Flying field,Skllng,"6 NMl ENE of Penrith at bottom of Cross Fell ridge, site of Edensoaring club. Local knowledge required.",
Stocks Reservoir South West,53.9868,-2.4288,625,Tower near dam wall SW corner of water,StcksR,7 Nml N of Clitheroe. Easy to find and on chart.,
Selkirk W,55.5438,-2.9003333,492,A708/B7039,SlkrkW,T Junction 2 NMl W of town at B7039 bridge over Yarrow Water. Easy to find and on chart.,
Sleap,52.8345333,-2.77035,275,A/F R/Ws 23/36,Sleap,Airfield with ATZ and light aircraft activity.  Site of Shropshire Soaring Group. Difficult to find.,EGCV
Silloth,54.8603,-3.38475,23,B5300/B5301,Sillth,T-junction S side of village. Easy to find but not on chart.,
Selsey Bill,50.7272333,-0.7788667,30,Lifeboat station,SlsBll,E side of town. Easy to find but not on chart.,
Smailholm Tower,55.6042667,-2.5759833,680,Tower on hill,Smlhlm,"Stone tower 1 Nml SW of Smailholm village, 5 NMl W of Kelso. Local knowledge required.",
Six Mile Bottom,52.1857833,0.2989333,98,A11/Rail Br,SxMlBt,"Dual carriageway bridge over railway, SW of village. Within Cambridge RAZ. Easy to find and on chart.",
St Mary's Loch,55.49235,-3.2047167,30,A708/River Br,StMrsL,"Over Megget Water joining a Reservoir to the Loch, NE side of loch at Cappercleugh, 9 NMl S of Peebles. Easy to find and on chart.",
Snitterfield SW,52.2229,-1.7354333,280,T junction A3400/minor road East,Snttrf,"Start/finish point for Stratford GC at Snitterfield, near Dunn Cow inn. Local knowledge required.",
Snainton,54.2286,-0.5953,220,A170/B1258,Snantn,Y shaped junction W edge of village 7 NMl SW of Scarborough. Easy to find and on chart.,
Snitterfield,52.2356,-1.71075,375,Gliding Site Hangar,Snitte,"Stratford-on-Avon GC Site, E end of old R/W 27. CTA 1500ft to NE. Local knowledge required.",
Swindon N,51.6089167,-1.7878167,480,A419/B4019,SwndnN,"T junction at Broad Blunsden, B4019 goes NE to Highworth. Easy to find but not on chart.",
Staindrop,54.58135,-1.7983667,95,A688/B6274,Stndrp,"T junction E of village, 1 NMl S of Raby castle. Difficult to find.",
St Neots S,52.1845667,-0.30535,72,A1/A421,StNtsS,Roundabout 3 NML SSW of St Neots. Easy to find but not on chart.,
Stratford NW,52.22025,-1.76165,195,Wilmcote village T Junction,Stratf,"2 Nml NW Stratford-on-Avon, W of canal. Used as run-in feature by Stratford Club at Snitterfield. Local knowledge required.",
Stratford,52.19135,-1.7000667,121,River/A422 Bridge,Strato,"Bridge over River Avon, E side of town. Easy to find and on chart.",
Sutton-on-forest,54.0751667,-1.1014833,72,B1363 T Junction,Sttnnf,"E side of village, just W of grass airfield at East Moor. Difficult to find.",
Soham,52.3157167,0.3408833,102,A1123 Br over rail,Soham,"1 Nml S of village, 4 Nml NW of Newmarket in edge of Mildenhall W MATZ stub.  Railway goes from Ely to Newmarket. Easy to find and on chart.",
Stokenchurch South,51.6470333,-0.89055,690,B482 bridge over M40,Stknch,South side of village.  LTMA base 4500ft. Easy to find and on chart.,
Southam,52.24615,-1.3910167,217,A425/A423 Rbt,Southm,E of two rbts S side of town. Note that the 300 ft high cement works chimney N of town is an aircraft VRP. Difficult to find.,
Spalding,52.78645,-0.15935,23,Station/A151 Bridge,Spldng,"Rail bridge over A151, S side of station. Difficult to find.",
Sharperton Bridge,55.3280833,-2.0727167,417,Over River Coquet,Shrprt,E side of village 6 Nml WNW of Rothbury. Avoid D512 to SW when active. Easy to find and on chart.,
Spey Dam,57.0111667,-4.3364333,886,Dam wall,SpeyDm,"Where river Spey leaves dam , 6 Nml NW of Dalwhinnie. Caution, rugged terrain. Easy to find but not on chart.",
Spean Bridge,56.8930333,-4.9200333,617,A86/A82,SpnBrg,T junction in town centre. Easy to find and on chart.,
Staplehurst,51.17125,0.5519833,121,Stn/A229 Br,Stplhr,"A229 Bridge over railway, E of station, under TMA base 3500 ft. Easy to find and on chart.",
Spilsby,53.18975,0.1024667,46,A16/A158,Spilsb,Roundabout 1 NMl NNE of village. Difficult to find.,
Spittal of Glenshee,56.8123667,-3.4575833,1100,"A93 Br over Shee Water, Caution - rugged terrain.",SpttlG,12 NMl S of Braemar. Easy to find and on chart.,
Spinningdale Bridge,57.87705,-4.2365,30,A949 over river,Spnnng,SW side of village. Easy to find and on chart.,
Sheppey E,51.37315,0.9504667,16,Roundabout,Sheppe,Eastern end of the Isle of Sheppey at Shellness. Easy to find but not on chart.,
Shap S,54.49785,-2.6923667,920,Centre of dam wall,Shap S,"2 NMl S of Shap village, 10 NMl SSE of Penrith.  Caution, rugged terrain. Easy to find and on chart.",
Shipton,52.5196167,-2.6498833,269,B4368/B4378,Shiptn,"Y shaped junction SW of town, 1.5 NMl S of 939 ft spot height, 8 NMl E of Long Mynd. Difficult to find.",
Spurn Head North,53.6199,0.1293833,5,Kilnsea,SprnHd,90 degree bend in road in Kilnsea village on W coast of Spurn Head.  Land narrows to the South of this point and becomes un-landable. Difficult to find.,
Stroud E,51.7449667,-2.1904167,656,Y junction,Stroud,"Bisley road E side of town, used as Nympsfield Start and Control Point. Local knowledge required.",
Strontian,56.6959167,-5.57135,30,A861 br over R Strontian,Strntn,Centre of village E end of Loch Sunart. Easy to find and on chart.,
Storrington SW,50.90205,-0.4781167,558,Roundabout,Strrng,"In car park top of South Downs ridge, 1 NMl SW of town. Local knowledge required.",
Sheffield South,53.3266833,-1.4735,591,A61/A6102,Sheffl,"Meadowhead roundabout S side of city on road to Chesterfield, 2 NMl WNW of Coal Aston E/W grass strip. Difficult to find.",
Stoke SW,52.9937167,-2.2894333,518,Bridge over M6,StokSW,"Footbridge in centre of Keele Motorway Services, 4 NMl WSW of Stoke on Trent.  Under CTA FL45. Easy to find and on chart.",
Stafford,52.8264167,-2.14585,259,M6 J14/A5013,Stffrd,NW edge of Town.  Bet. Birmingham and Stoke-on-Trent. Easy to find and on chart.,
St Boswells,55.5661167,-2.6478667,43,A68/699,StBswl,"Crossroads SW edge of town, S of river Tweed. Easy to find and on chart.",
Stokenchurch Tower,51.6652333,-0.9246667,794,Tower,Stoken,"321 ft high, N side of M40. 6 NMl NW of Booker. Difficult to find.",
Stradishall,52.1481,0.5531,184,A143/B1063,Strdsh,"E of 2 T junctions N of village, 9 NMl SW of Bury St Edmunds. Difficult to find.",
Steyning,50.8899667,-0.3249667,59,Church Tower,Stenng,"NE side of town, 300 m W of small road Br over A 283. Difficult to find.",
St Fillans,56.3914833,-4.1042167,66,River Earn Bridge,StFlln,"Bridge over river Earn at E end of Loch Earn, E end of village. Easy to find and on chart.",
Stanhope,54.7467,-2.0248167,690,B6278/River Bridge,Stanhp,Bridge over river Wear. Few fields. Difficult to find.,
Stirling,56.1385667,-3.9178333,92,Wallace Monument,Stirln,"400 m E of A9/A907 Rbt N side of Stirling, N of river. Difficult to find.",
Stockbridge,51.1147333,-1.4979333,121,A30/R Test Bridge,Stckbr,W side of Town. Easy to find and on chart.,
St Neots,52.2095833,-0.2617333,79,A428/Rail bridge,StNets,"South side of town, 1 NMl E of A1/A428 roundabout. Easy to find and on chart.",
Stone,52.9082167,-2.1551833,249,Station,Stone,"At inverted Y shaped rail fork, NW side of town. Difficult to find.",
Stourport,52.3369333,-2.2835167,144,A451/River Bridge,Strprt,"Bridge over river Severn, SW side of town. Easy to find but not on chart.",
Strachan,57.0204333,-2.5365833,131,B976/B974,Strchn,"Village Centre, 3 NMl SW of Banchory, under CTA base 3000ft. Easy to find but not on chart.",
Stony Stratford,52.0663667,-0.8695333,420,A5/A508 R'bout,StnStr,NW side of town. Easy to find and on chart.,
Stretton,52.73435,-0.6001833,338,A1/B668,Strttn,"Bridge between 2 roundabouts 2 NMl E of Cottesmore disused airfield, 6 NMl NW of Stamford. Easy to find and on chart.",
Sturminster Newton,50.9209,-2.3081,151,A357/B3092,Strmns,"T junction S side of town, near river Stour. Difficult to find.",
Stow-on-the-wold,51.9292333,-1.72465,217,A436/A429,Stwnth,Near town centre. Difficult to find.,
Sutton Bank Start S,54.1832667,-1.17315,223,Newburgh lake,Strt23,"W end of lake, SE side of Coxwold village, 3NMl SSE of Sutton Bank. Difficult to find.",
Sutton Bank Start W,54.2314833,-1.2925,226,A170 T junction,StrtW2,"3 NMl W of Sutton Bank and 1 NML N of Bagby airstrip, avoid Bagby aircraft. Difficult to find.",
Sutton Bank Control Point N,54.2691167,-1.1964333,869,Wethercote Farm,SttnBn,"2 NMl N of Sutton Bank, on minor E-W road S of Y-shaped wood. Local knowledge required.",
Sutton Bank Control Point S,54.19105,-1.2406333,138,T junction,Sutton,"2NMl SSW of Sutton Bank, 2 NMl of Husthwaite microlight site, avoid local traffic. Local knowledge required.",
Sudbury,52.0350667,0.72105,174,A131/River bridge,Sudbur,SW of Town centre. Easy to find and on chart.,
Sutton Bank,54.2288,-1.2096667,920,Clubhouse,SuttoB,"Circular building SW side of hangar, E side of Yorkshire GC site. Easy to find and on chart.",
Shipton under Wychwood,51.8616,-1.59365,330,A361/River Bridge,Shptnn,"Bridge over river Evenlode NE side of village. 7 Nml N of Brize Norton airfield, 2.5 NMl N of Brize zone. Easy to find and on chart.",
Strathaven,55.67535,-4.0644833,95,A71/A726,Strthv,SE side of town under TMA base 2000 ft. Easy to find and on chart.,
Snowdon,53.0679667,-4.07825,3480,Station,Snowdn,"Rail station just W of 3491ft spot height.  Caution, rugged terrain. Easy to find but not on chart.",
Swindon East,51.5778833,-1.735,331,A419/Rail Bridge,Swindn,S of South Marston disused airfield. Note Redlands parachuting area to SE and avoid when active. Easy to find and on chart.,
Shawhead,55.0650667,-3.7689167,331,T-junction,Shawhd,T junction in Shawhead Village. Easy to find but not on chart.,
Swalcliffe,52.0382833,-1.4524667,427,B4035 T junction,Swlclf,"W side of Swalcliffe village, 3 NMl SSE of Edgehill A/F. Easy to find but not on chart.",
Southwell Minster,53.0767667,-0.9541667,197,Centre Tower,Sthwll,"Centre of Southwell town, 5NMl W of Newark-on-Trent. Easy to find but not on chart.",
Swindon South,51.5266,-1.7252167,390,M4 J15/A345,SwndnS,Just NW of Badbury village. Note Redlands parachuting area to SE and avoid when active. Easy to find and on chart.,
Swainsthorpe,52.5625667,1.2705833,64,Rail/Road,Swnsth,"Level crossing in village, 1 km W of A140.  Avoid Norwich CTA 2.5 NMl to N. Local knowledge required.",
Swindon W,51.5452833,-1.8538,361,M4 J16,SwndnW,M4/A3102 roundabout WSW side of town near Wootton Bassett. Easy to find and on chart.,
Syre Bridge,58.3714667,-4.2319833,161,River Bridge,SyrBrg,B873 bridge over Langdale burn just before it enters river Naver.  9 Nml S of Bettyhill on N coast of Scotland. Easy to find and on chart.,
Talgarth NW,52.0045833,-3.2447667,420,A479/A438 Rbout,Tlgrth,"SE side of Bronllys village, 3NMl NW of Talgarth Gliding Site. Easy to find but not on chart.",
Talgarth W,51.9985,-3.2841667,482,A470 T Junction,Talgar,"1 NMl N of Llanfilo village, 4NMl WNW of Talgarth Gliding Site. Easy to find and on chart.",
Talgarth S,51.9291333,-3.1887667,590,A479 T junction,Talgat,"At Pont Waun Fach over R Rhiangoll, 3 NMl E of Llangorse Lake. Local knowledge required.",
Tarland,57.13015,-2.85285,525,Church Spire,Tarlnd,3.5 NMl N of Gliding Site at Aboyne. Difficult to find.,
Talgarth,51.9795667,-3.2061,970,Clubhouse,Talgah,Black Mountains GC site. 2 NMl SE of Talgarth Village. Local knowledge required.,
Tarbert,55.8655833,-5.39715,36,Pier,Tarbrt,W side of Loch Fyne. Local knowledge required.,
Taunton,51.0179,-3.0637833,276,M5 J25/A358,Tauntn,E side of Town. Easy to find and on chart.,
Tavistock,50.5436,-4.1512,295,A386 Bridge,Tvstck,Over river Tavy W side of town. Easy to find but not on chart.,
Tibenham Start SE,52.4470667,1.1746833,174,Rail/B1134,StrS34,"Level crossing 1 NMl SE of airfield, site of Norfolk GC. Easy to find and on chart.",
Troutbeck,54.6362667,-2.9490167,919,A66/A5091,Trtbck,"T junction at Troutbeck village between Penrith and Keswick.  Caution, rugged terrain. Easy to find and on chart.",
Tetbury North,51.6477667,-2.1438,405,Road Junction,TetbrN,"A433 Junction with Minor Road, NE Tetbury. R105 to SE. Easy to find but not on chart.",
Tetbury South,51.5856,-2.2579,484,Church,TetbrS,Centre of Didmarton village near A433. 5nm SW Tetbury. R105 to NE. Easy to find but not on chart.,
Tetbury West,51.6553667,-2.1864833,489,Chavenage House,TetbrW,Chavenage Village NW Tetbury. On Edge of R105 to South. Easy to find but not on chart.,
Tenby,51.67765,-4.7138167,157,Rail bridge,Tenby,A4218 bridge over railway NW side of town. Easy to find but not on chart.,
The Camp,51.7787333,-2.1256333,863,Y junction,TheCmp,Road junction S of village.  Used as Control Point by Cotswold GC. Local knowledge required.,
Tindale,54.9308667,-2.60125,623,A689 T junction,Tindal,N side of Tindale village on N facing ridge.  1 NMl E of lake (Tindale Tarn) marked on half million air map. Difficult to find.,
Tebay,54.4366167,-2.5976833,541,M6 J38/A685,Tebay,M6 Bridge over access road to A 685 on NW side of village. Easy to find and on chart.,
Tenterden,51.06425,0.6595667,174,A28/Rail Bridge,Tntrdn,1.5 NMl WSW of town. Easy to find and on chart.,
Telford East,52.6952833,-2.32,331,A5/A41,Telfrd,Roundabout 3 NMl N of Cosford A/F. Easy to find and on chart.,
Telford,52.6906833,-2.5432333,240,M54 J7/A5/B5061,Telfor,W side of Town. Easy to find and on chart.,
Tenbury Wells,52.3139333,-2.5949333,266,A4112/River Bridge,TnbrWl,"N side of town, S of T junct of A 4112 with A456. Easy to find but not on chart.",
Telford South,52.6156833,-2.4421667,98,Bridge,TlfrdS,"Bridge over river Severn at Coalport, east of the Ironbridge gorge towards the A442. Easy to find but not on chart.",
Teviothead,55.3420333,-2.9357333,560,R Teviot Bridge,Tevthd,at T junction where A7 goes S from River Teviot. Caution - rugged terrain. Difficult to find.,
Tewkesbury North,52.0478,-2.1352833,174,M5 J8/M50,Twksbr,Centre of roundabout complex where line of extended M50 intersects with M5.  4 NMl N of town. Easy to find and on chart.,
Tarfside,56.9061333,-2.8359167,689,River/Road Bridge,Tarfsd,"Nr village centre, Edzell/Loch Lee road br over Water of Tarf. Local knowledge required.",
